measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,403,Acute hepatitis C,1,Number,2020,286821.84947547154,518445.3990456826,138480.9722379709
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,404,Acute hepatitis E,1,Number,2020,337657.1763361135,586984.8892213473,192975.4321564229
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,405,Leprosy,1,Number,2020,21871.197410464192,32311.3125995305,14067.685303170492
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,408,Other unspecified infectious diseases,1,Number,2020,9084142.992329068,13993879.435191153,5927008.401151178
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,409,Non-communicable diseases,1,Number,2020,1677953286.9012926,1879477222.2925358,1509346495.9579124
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,410,Neoplasms,1,Number,2020,249864695.66703084,260350935.16143757,237432665.8452916
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,411,Esophageal cancer,1,Number,2020,12094897.429654067,13174195.53605738,10898660.847462796
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,414,Stomach cancer,1,Number,2020,20633552.029773545,23882135.905510157,18291041.672451027
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,417,Liver cancer,1,Number,2020,12083699.927041654,13676893.037303505,10756689.406025229
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,2020,5219933.227077454,6006787.68965668,4539876.351650269
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,419,Liver cancer due to hepatitis C,1,Number,2020,2933145.4191859844,3551242.6503807916,2505233.3173520328
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,2020,2133280.826119679,2665775.8726923377,1735386.4539297759
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,421,Liver cancer due to other causes,1,Number,2020,613349.0777736129,739168.3210125152,477189.26129971887
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,507,Other cardiovascular and circulatory diseases,1,Number,2017,9867371.647522645,11860080.188473493,8178440.449281873
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2017,98222464.50813733,110505849.50788862,88050540.0596436
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,2017,66976008.4490307,75648237.29666892,60475011.34888034
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,510,Pneumoconiosis,1,Number,2017,521579.8106797954,623651.5577991148,436975.34197728103
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,511,Silicosis,1,Number,2017,341306.0378382352,416620.88689655514,279335.8734095646
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,512,Asbestosis,1,Number,2017,56784.17632757259,73440.25530421597,46585.59813938192
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,513,Coal workers pneumoconiosis,1,Number,2017,63505.161180481125,81840.56245037218,50794.680827325625
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,514,Other pneumoconiosis,1,Number,2017,59984.43533350638,84598.47786802505,45327.41522299497
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,604,Uterine fibroids,1,Number,2017,186319.43440417468,290548.78788385337,114066.5662716558
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,605,Polycystic ovarian syndrome,1,Number,2017,622687.1683690449,1361920.670373661,277704.2833273664
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,606,Female infertility,1,Number,2017,553422.7006494937,1510223.6328832093,206979.7068567435
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,607,Endometriosis,1,Number,2017,1815084.6671004107,2823492.4171221307,1099513.1620083314
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,608,Genital prolapse,1,Number,2017,391113.9045543729,684781.2446797543,212873.34763533308
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,609,Premenstrual syndrome,1,Number,2017,7899711.468761739,11886720.426791094,4902446.722286813
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,612,Other gynecological diseases,1,Number,2017,14077099.993140105,19846952.406554095,9325077.614826169
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,613,Hemoglobinopathies and hemolytic anemias,1,Number,2017,14956259.788868614,20564537.964540694,10706985.488599148
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,614,Thalassemias,1,Number,2017,1118440.1481863407,1615315.6059798985,779875.6040555752
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,615,Sickle cell disorders,1,Number,2017,4345798.43001417,8396731.877159445,2587144.2882532245
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,616,G6PD deficiency,1,Number,2017,567792.2199842879,883074.2589888914,389127.3107788886
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,618,Other hemoglobinopathies and hemolytic anemias,1,Number,2017,4515883.066164976,6324106.735633584,3239452.331771774
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,532,Inflammatory bowel disease,1,Number,2020,1514296.5647378322,1762380.5914936424,1285491.3282722724
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,533,Vascular intestinal disorders,1,Number,2020,1639745.7035851663,1808114.1681598253,1506649.1453505245
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,534,Gallbladder and biliary diseases,1,Number,2020,7989756.3688732805,10306139.705100503,6138234.897363786
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,535,Pancreatitis,1,Number,2020,4007752.24458056,4725080.19606247,3463871.754257247
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,536,Gastroesophageal reflux disease,1,Number,2020,6228005.080406841,11346876.170180224,3177211.2588090617
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,542,Neurological disorders,1,Number,2020,108508201.91846675,149657877.34205443,79252542.23502749
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,643,Congenital heart anomalies,1,Number,2020,27784215.59669725,34858016.65887885,21675159.28125691
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,644,Orofacial clefts,1,Number,2020,584592.341262033,1226508.9156669753,291553.1663060599
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,645,Down syndrome,1,Number,2020,2417932.4598782095,3523405.065711215,1493629.651974794
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,646,Turner syndrome,1,Number,2020,9232.745834270436,15709.398249658612,4105.050498605665
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,647,Klinefelter syndrome,1,Number,2020,6522.060775735324,13349.292621791123,3037.0791622645334
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,648,Other chromosomal abnormalities,1,Number,2020,2292877.6993720564,3358945.7311460823,1631269.0701306397
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,649,Congenital musculoskeletal and limb anomalies,1,Number,2020,3561312.6060560113,4882547.904536618,2444810.544093232
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,650,Urogenital congenital anomalies,1,Number,2020,1526281.2731154424,2659973.468703705,880532.8301311468
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,651,Digestive congenital anomalies,1,Number,2020,6188405.058952593,8843210.561558789,3990611.062564729
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,423,Larynx cancer,1,Number,2020,3200538.417842637,3866822.386417271,2741075.329870012
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,426,"Tracheal, bronchus, and lung cancer",1,Number,2020,41867222.7820165,45248936.54776578,38342225.23870727
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,429,Breast cancer,1,Number,2020,21295716.038720474,23793846.01528688,19078779.010652035
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,432,Cervical cancer,1,Number,2020,11382594.394565942,14556638.497980049,9007973.63267325
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,435,Uterine cancer,1,Number,2020,2597395.0127250487,3006519.532993011,2237766.6647150735
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,543,Alzheimer's disease and other dementias,1,Number,2020,35492418.909778565,72597202.08976956,15982537.177860364
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,544,Parkinson's disease,1,Number,2020,7038431.09339285,7711767.343274602,6403342.709286825
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,545,Idiopathic epilepsy,1,Number,2020,14734962.958323343,19400345.122957274,11654980.531617012
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,546,Multiple sclerosis,1,Number,2020,1017363.9786128887,1171469.1055832184,873568.6638107027
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,547,Migraine,1,Number,2020,39595565.52540109,55057549.555611104,26304672.742003113
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,548,Tension-type headache,1,Number,2020,4469681.5394065175,6361384.1708130315,3010629.6765212156
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,554,Motor neuron disease,1,Number,2020,1127323.7594929542,1279868.6781495472,1025346.4148634167
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,557,Other neurological disorders,1,Number,2020,5032454.154058502,5757050.531399291,4427755.633551277
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,558,Mental disorders,1,Number,2020,155822404.7782999,201804928.4443363,113976811.80353929
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,559,Schizophrenia,1,Number,2020,16385204.93463462,20652345.286764782,12057452.268437134
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,2020,17260683.540853404,22092896.953853864,13732445.684799936
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,561,Drug use disorders,1,Number,2020,16096225.945350321,18536390.126616914,13649288.25959229
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,2020,11633219.209311206,13604521.985088877,9690194.888296653
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,2020,1317725.3868262176,1604221.0414306442,1033775.5841413866
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,2020,1670798.4963841,2277092.9325071652,1178891.4279124534
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,565,Cannabis use disorders,1,Number,2020,622265.1836105982,975179.8926342169,379558.4236517255
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,2020,852217.6692181819,969871.594902716,730719.3837856901
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,567,Depressive disorders,1,Number,2020,53639773.1366461,76855428.77583589,37145663.61392754
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,568,Major depressive disorder,1,Number,2020,45709044.62199638,65717545.773622505,31788636.935158953
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,569,Dysthymia,1,Number,2020,7930728.5146497125,11375461.393058954,5293757.652576265
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,570,Bipolar disorder,1,Number,2020,7352908.695635897,10531261.45252391,4706976.597425604
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,664,Urticaria,1,Number,2020,4960618.904962124,7124584.810436569,3348149.637012071
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,665,Decubitus ulcer,1,Number,2020,894327.500216451,1201016.1560895992,640348.3513771414
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,668,Other skin and subcutaneous diseases,1,Number,2020,1255808.9001785568,2075721.6594934743,744672.2472608283
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,669,Sense organ diseases,1,Number,2020,74748258.17623948,100552754.62764013,52864549.20154336
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,670,Glaucoma,1,Number,2020,670701.3602708735,903420.6785016564,457801.1986234903
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,671,Cataract,1,Number,2020,6861113.203765037,9305724.190891778,5047670.880901862
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,672,Age-related macular degeneration,1,Number,2020,487766.7441831327,687711.3559996958,331578.1644889557
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,674,Age-related and other hearing loss,1,Number,2020,49496907.21837009,66557885.798805736,35037314.98172846
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,679,Other sense organ diseases,1,Number,2020,2822297.572158147,4194426.289603367,1755105.4204718317
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,294,All causes,1,Number,2014,2622100393.1368985,2853955650.4960527,2423987098.4767933
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,295,"Communicable, maternal, neonatal, and nutritional diseases",1,Number,2014,784750039.1711258,831226845.1001012,751449885.2504672
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,297,Tuberculosis,1,Number,2014,56470951.929140545,70671998.37793103,46301681.22262715
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,298,HIV/AIDS,1,Number,2014,56174995.167818055,61367961.83870747,51448948.19519711
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,300,HIV/AIDS resulting in other diseases,1,Number,2014,38870404.564058006,45246546.594058,34107366.45597762
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,302,Diarrheal diseases,1,Number,2014,84583499.75003688,104464925.34856156,65731394.91876714
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,319,Typhoid fever,1,Number,2014,8641728.832433151,14033075.420129687,4482065.390866149
